mouse_label,n_cells,Class,Subclass,neurotransmitter,region,roi,region_spread,roi_spread,description
0066 ENTmv-PA-COAp Glut_1,250,01 IT-ET Glut,015 ENTmv-PA-COAp Glut,Glut,HPF,RHP,HPF 79%; CTXsp 18%; OLF 4%,RHP 67%; CTXsp 18%; HIP 7%,01 IT-ET Glut / 015 ENTmv-PA-COAp Glut; NT Glut; RHP
0065 LA-BLA-BMA-PA Glut_6,250,01 IT-ET Glut,014 LA-BLA-BMA-PA Glut,Glut,CTXsp,CTXsp,CTXsp 100%,CTXsp 100%,01 IT-ET Glut / 014 LA-BLA-BMA-PA Glut; NT Glut; CTXsp
0170 OB-STR-CTX Inh IMN_5,250,05 OB-IMN GABA,045 OB-STR-CTX Inh IMN,nan,STR,OLF,STR 52%; OLF 47%; PAL 1%,OLF 47%; STRv 23%; STRd 16%,05 OB-IMN GABA / 045 OB-STR-CTX Inh IMN; NT none; OLF
0095 L5 ET CTX Glut_6,250,01 IT-ET Glut,022 L5 ET CTX Glut,Glut,Isocortex-1,RSP,Isocortex-1 92%; HPF 6%; Isocortex-2 2%,RSP 90%; RHP 6%; ACA 3%,01 IT-ET Glut / 022 L5 ET CTX Glut; NT Glut; RSP
0094 L5 ET CTX Glut_5,250,01 IT-ET Glut,022 L5 ET CTX Glut,Glut,Isocortex-1,AI,Isocortex-1 98%; OLF 2%; CTXsp 0%,AI 36%; PL-ILA-ORB 25%; AUD-TEa-PERI-ECT 21%,01 IT-ET Glut / 022 L5 ET CTX Glut; NT Glut; AI
0093 L5 ET CTX Glut_4,250,01 IT-ET Glut,022 L5 ET CTX Glut,Glut,Isocortex-1,VIS,Isocortex-1 99%; HPF 1%,VIS 42%; VIS-PTLp 29%; AUD-TEa-PERI-ECT 21%,01 IT-ET Glut / 022 L5 ET CTX Glut; NT Glut; VIS
0092 L5 ET CTX Glut_3,250,01 IT-ET Glut,022 L5 ET CTX Glut,Glut,Isocortex-1,VIS,Isocortex-1 100%,VIS 56%; VIS-PTLp 30%; RSP 11%,01 IT-ET Glut / 022 L5 ET CTX Glut; NT Glut; VIS
0061 LA-BLA-BMA-PA Glut_2,250,01 IT-ET Glut,014 LA-BLA-BMA-PA Glut,Glut,CTXsp,CTXsp,CTXsp 83%; OLF 16%; HPF 1%,CTXsp 83%; OLF 16%; ENT 0%,01 IT-ET Glut / 014 LA-BLA-BMA-PA Glut; NT Glut; CTXsp
0060 LA-BLA-BMA-PA Glut_1,250,01 IT-ET Glut,014 LA-BLA-BMA-PA Glut,Glut,CTXsp,CTXsp,CTXsp 91%; OLF 6%; HPF 2%,CTXsp 91%; OLF 6%; RHP 2%,01 IT-ET Glut / 014 LA-BLA-BMA-PA Glut; NT Glut; CTXsp
0059 COAp Grxcr2 Glut_2,250,01 IT-ET Glut,013 COAp Grxcr2 Glut,Glut,OLF,OLF,OLF 85%; STR 11%; CTXsp 3%,OLF 85%; sAMY 11%; CTXsp 3%,01 IT-ET Glut / 013 COAp Grxcr2 Glut; NT Glut; OLF
0057 MEA Slc17a7 Glut_3,250,01 IT-ET Glut,012 MEA Slc17a7 Glut,Glut,STR,sAMY,STR 86%; CTXsp 8%; OLF 6%,sAMY 86%; CTXsp 8%; OLF 6%,01 IT-ET Glut / 012 MEA Slc17a7 Glut; NT Glut; sAMY
0056 MEA Slc17a7 Glut_2,250,01 IT-ET Glut,012 MEA Slc17a7 Glut,Glut,STR,sAMY,STR 75%; PAL 10%; CTXsp 10%,sAMY 75%; PAL 10%; CTXsp 10%,01 IT-ET Glut / 012 MEA Slc17a7 Glut; NT Glut; sAMY
0055 MEA Slc17a7 Glut_1,250,01 IT-ET Glut,012 MEA Slc17a7 Glut,Glut,STR,sAMY,STR 65%; CTXsp 33%; OLF 2%,sAMY 65%; CTXsp 33%; OLF 2%,01 IT-ET Glut / 012 MEA Slc17a7 Glut; NT Glut; sAMY
0054 L2 IT ENT-po Glut_4,250,01 IT-ET Glut,011 L2 IT ENT-po Glut,Glut,HPF,ENT,HPF 100%,ENT 95%; RHP 5%,01 IT-ET Glut / 011 L2 IT ENT-po Glut; NT Glut; ENT
0064 LA-BLA-BMA-PA Glut_5,250,01 IT-ET Glut,014 LA-BLA-BMA-PA Glut,Glut,CTXsp,CTXsp,CTXsp 100%,CTXsp 100%,01 IT-ET Glut / 014 LA-BLA-BMA-PA Glut; NT Glut; CTXsp
0123 L5 NP CTX Glut_2,250,02 NP-CT-L6b Glut,032 L5 NP CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 82%; Isocortex-2 15%; HPF 1%,MOp 51%; AI 11%; ACA 6%,02 NP-CT-L6b Glut / 032 L5 NP CTX Glut; NT Glut; MOp
0122 L5 NP CTX Glut_1,250,02 NP-CT-L6b Glut,032 L5 NP CTX Glut,Glut,Isocortex-1,RSP,Isocortex-1 97%; HPF 2%; OLF 0%,RSP 72%; ACA 24%; RHP 2%,02 NP-CT-L6b Glut / 032 L5 NP CTX Glut; NT Glut; RSP
0121 CT SUB Glut_2,250,02 NP-CT-L6b Glut,031 CT SUB Glut,Glut,HPF,RHP,HPF 100%; OLF 0%,RHP 88%; ENT 10%; HIP 2%,02 NP-CT-L6b Glut / 031 CT SUB Glut; NT Glut; RHP
0120 CT SUB Glut_1,250,02 NP-CT-L6b Glut,031 CT SUB Glut,Glut,HPF,RHP,HPF 100%,RHP 94%; ENT 5%; HIP 0%,02 NP-CT-L6b Glut / 031 CT SUB Glut; NT Glut; RHP
0119 L6 CT CTX Glut_6,250,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 100%,MOp 53%; VIS 11%; VIS-PTLp 9%,02 NP-CT-L6b Glut / 030 L6 CT CTX Glut; NT Glut; MOp
0118 L6 CT CTX Glut_5,250,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,Glut,Isocortex-1,AI,Isocortex-1 80%; Isocortex-2 9%; CTXsp 7%,AI 28%; PL-ILA-ORB 24%; AUD-TEa-PERI-ECT 17%,02 NP-CT-L6b Glut / 030 L6 CT CTX Glut; NT Glut; AI
0117 L6 CT CTX Glut_4,250,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,Glut,Isocortex-1,RSP,Isocortex-1 93%; Isocortex-2 7%,RSP 97%; ACA 3%,02 NP-CT-L6b Glut / 030 L6 CT CTX Glut; NT Glut; RSP
0116 L6 CT CTX Glut_3,250,02 NP-CT-L6b Glut,030 L6 CT CTX Glut,Glut,Isocortex-1,ACA,Isocortex-1 96%; Isocortex-2 3%; STR 0%,ACA 48%; RSP 36%; PL-ILA-ORB 5%,02 NP-CT-L6b Glut / 030 L6 CT CTX Glut; NT Glut; ACA
0091 L5 ET CTX Glut_2,250,01 IT-ET Glut,022 L5 ET CTX Glut,Glut,Isocortex-1,ACA,Isocortex-1 98%; OLF 2%,ACA 32%; AUD-TEa-PERI-ECT 16%; AI 14%,01 IT-ET Glut / 022 L5 ET CTX Glut; NT Glut; ACA
0090 L5 ET CTX Glut_1,250,01 IT-ET Glut,022 L5 ET CTX Glut,Glut,Isocortex-1,PL-ILA-ORB,Isocortex-1 100%,PL-ILA-ORB 28%; ACA 22%; SS-GU-VISC 10%,01 IT-ET Glut / 022 L5 ET CTX Glut; NT Glut; PL-ILA-ORB
0105 L6b EPd Glut_3,250,02 NP-CT-L6b Glut,027 L6b EPd Glut,Glut,CTXsp,CTXsp,CTXsp 87%; Isocortex-1 6%; HPF 4%,CTXsp 87%; AI 6%; ENT 4%,02 NP-CT-L6b Glut / 027 L6b EPd Glut; NT Glut; CTXsp
0088 L2/3 IT RSP Glut_2,250,01 IT-ET Glut,020 L2/3 IT RSP Glut,Glut,Isocortex-1,RSP,Isocortex-1 87%; Isocortex-2 12%; HPF 2%,RSP 98%; RHP 2%; ACA 1%,01 IT-ET Glut / 020 L2/3 IT RSP Glut; NT Glut; RSP
0087 L2/3 IT RSP Glut_1,250,01 IT-ET Glut,020 L2/3 IT RSP Glut,Glut,Isocortex-1,RSP,Isocortex-1 90%; Isocortex-2 9%; HPF 1%,RSP 82%; ACA 16%; MO-FRP 0%,01 IT-ET Glut / 020 L2/3 IT RSP Glut; NT Glut; RSP
0086 L2/3 IT PPP Glut_3,250,01 IT-ET Glut,019 L2/3 IT PPP Glut,Glut,HPF,RHP,HPF 100%; Isocortex-1 0%,RHP 80%; ENT 19%; VIS-PTLp 0%,01 IT-ET Glut / 019 L2/3 IT PPP Glut; NT Glut; RHP
0085 L2/3 IT PPP Glut_2,250,01 IT-ET Glut,019 L2/3 IT PPP Glut,Glut,HPF,RHP,HPF 100%,RHP 100%,01 IT-ET Glut / 019 L2/3 IT PPP Glut; NT Glut; RHP
0084 L2/3 IT PPP Glut_1,250,01 IT-ET Glut,019 L2/3 IT PPP Glut,Glut,HPF,ENT,HPF 100%,ENT 92%; RHP 8%,01 IT-ET Glut / 019 L2/3 IT PPP Glut; NT Glut; ENT
0083 L2 IT PPP-APr Glut_4,250,01 IT-ET Glut,018 L2 IT PPP-APr Glut,Glut,HPF,RHP,HPF 98%; Isocortex-1 2%,RHP 98%; RSP 2%,01 IT-ET Glut / 018 L2 IT PPP-APr Glut; NT Glut; RHP
0082 L2 IT PPP-APr Glut_3,250,01 IT-ET Glut,018 L2 IT PPP-APr Glut,Glut,HPF,RHP,HPF 100%,RHP 100%,01 IT-ET Glut / 018 L2 IT PPP-APr Glut; NT Glut; RHP
0081 L2 IT PPP-APr Glut_2,250,01 IT-ET Glut,018 L2 IT PPP-APr Glut,Glut,HPF,RHP,HPF 100%,RHP 100%,01 IT-ET Glut / 018 L2 IT PPP-APr Glut; NT Glut; RHP
0080 L2 IT PPP-APr Glut_1,250,01 IT-ET Glut,018 L2 IT PPP-APr Glut,Glut,HPF,RHP,HPF 97%; Isocortex-1 3%,RHP 97%; RSP 3%,01 IT-ET Glut / 018 L2 IT PPP-APr Glut; NT Glut; RHP
0107 L6b/CT ENT Glut_2,250,02 NP-CT-L6b Glut,028 L6b/CT ENT Glut,Glut,HPF,ENT,HPF 88%; CTXsp 8%; Isocortex-1 2%,ENT 57%; RHP 30%; CTXsp 8%,02 NP-CT-L6b Glut / 028 L6b/CT ENT Glut; NT Glut; ENT
0106 L6b/CT ENT Glut_1,250,02 NP-CT-L6b Glut,028 L6b/CT ENT Glut,Glut,HPF,ENT,HPF 93%; Isocortex-1 3%; CTXsp 3%,ENT 91%; AUD-TEa-PERI-ECT 4%; CTXsp 3%,02 NP-CT-L6b Glut / 028 L6b/CT ENT Glut; NT Glut; ENT
0089 L4 RSP-ACA Glut_1,250,01 IT-ET Glut,021 L4 RSP-ACA Glut,Glut,Isocortex-1,RSP,Isocortex-1 94%; Isocortex-2 6%,RSP 98%; ACA 2%,01 IT-ET Glut / 021 L4 RSP-ACA Glut; NT Glut; RSP
0026 L4/5 IT CTX Glut_4,250,01 IT-ET Glut,006 L4/5 IT CTX Glut,Glut,Isocortex-1,AI,Isocortex-1 92%; Isocortex-2 8%,AI 31%; AUD-TEa-PERI-ECT 20%; PL-ILA-ORB 16%,01 IT-ET Glut / 006 L4/5 IT CTX Glut; NT Glut; AI
0025 L4/5 IT CTX Glut_3,250,01 IT-ET Glut,006 L4/5 IT CTX Glut,Glut,Isocortex-1,PL-ILA-ORB,Isocortex-1 95%; Isocortex-2 5%,PL-ILA-ORB 24%; MOp 21%; AI 12%,01 IT-ET Glut / 006 L4/5 IT CTX Glut; NT Glut; PL-ILA-ORB
0024 L4/5 IT CTX Glut_2,250,01 IT-ET Glut,006 L4/5 IT CTX Glut,Glut,Isocortex-2,MOp,Isocortex-2 63%; Isocortex-1 37%,MOp 59%; SS-GU-VISC 23%; MO-FRP 9%,01 IT-ET Glut / 006 L4/5 IT CTX Glut; NT Glut; MOp
0023 L4/5 IT CTX Glut_1,250,01 IT-ET Glut,006 L4/5 IT CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 84%; Isocortex-2 16%,MOp 61%; MO-FRP 9%; ACA 6%,01 IT-ET Glut / 006 L4/5 IT CTX Glut; NT Glut; MOp
0022 L5 IT CTX Glut_5,250,01 IT-ET Glut,005 L5 IT CTX Glut,Glut,Isocortex-1,PL-ILA-ORB,Isocortex-1 73%; Isocortex-2 25%; CTXsp 2%,PL-ILA-ORB 47%; ACA 23%; AI 14%,01 IT-ET Glut / 005 L5 IT CTX Glut; NT Glut; PL-ILA-ORB
0021 L5 IT CTX Glut_4,250,01 IT-ET Glut,005 L5 IT CTX Glut,Glut,Isocortex-1,VIS,Isocortex-1 60%; Isocortex-2 40%,VIS 53%; VIS-PTLp 40%; RSP 6%,01 IT-ET Glut / 005 L5 IT CTX Glut; NT Glut; VIS
1185 OEC NN_1,250,32 OEC,328 OEC NN,nan,OLF,OLF,OLF 95%; Isocortex-1 5%; STR 0%,OLF 95%; MO-FRP 5%; LSX 0%,32 OEC / 328 OEC NN; NT none; OLF
1184 MOL NN_4,250,31 OPC-Oligo,327 Oligo NN,nan,Isocortex-2,PAL,Isocortex-2 28%; PAL 24%; STR 18%,PAL 24%; HIP 8%; sAMY 8%,31 OPC-Oligo / 327 Oligo NN; NT none; PAL
0016 L6 IT CTX Glut_4,250,01 IT-ET Glut,004 L6 IT CTX Glut,Glut,Isocortex-1,VIS,Isocortex-1 99%; Isocortex-2 0%; HPF 0%,VIS 42%; VIS-PTLp 16%; ACA 9%,01 IT-ET Glut / 004 L6 IT CTX Glut; NT Glut; VIS
0015 L6 IT CTX Glut_3,250,01 IT-ET Glut,004 L6 IT CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 64%; Isocortex-2 35%; HPF 0%,MOp 54%; SS-GU-VISC 12%; PL-ILA-ORB 10%,01 IT-ET Glut / 004 L6 IT CTX Glut; NT Glut; MOp
0050 IT AON-TT-DP Glut_5,250,01 IT-ET Glut,010 IT AON-TT-DP Glut,Glut,OLF,OLF,OLF 99%; STR 0%; CTXsp 0%,OLF 99%; STRv 0%; CTXsp 0%,01 IT-ET Glut / 010 IT AON-TT-DP Glut; NT Glut; OLF
0013 L6 IT CTX Glut_1,250,01 IT-ET Glut,004 L6 IT CTX Glut,Glut,Isocortex-1,ACA,Isocortex-1 55%; Isocortex-2 37%; CTXsp 4%,ACA 35%; PL-ILA-ORB 14%; RSP 10%,01 IT-ET Glut / 004 L6 IT CTX Glut; NT Glut; ACA
0009 L5/6 IT TPE-ENT Glut_3,250,01 IT-ET Glut,003 L5/6 IT TPE-ENT Glut,Glut,Isocortex-1,AI,Isocortex-1 91%; CTXsp 8%; HPF 1%,AI 61%; AUD-TEa-PERI-ECT 14%; PL-ILA-ORB 10%,01 IT-ET Glut / 003 L5/6 IT TPE-ENT Glut; NT Glut; AI
0008 L5/6 IT TPE-ENT Glut_2,250,01 IT-ET Glut,003 L5/6 IT TPE-ENT Glut,Glut,Isocortex-1,AUD-TEa-PERI-ECT,Isocortex-1 56%; HPF 20%; Isocortex-2 16%,AUD-TEa-PERI-ECT 35%; AI 18%; ENT 18%,01 IT-ET Glut / 003 L5/6 IT TPE-ENT Glut; NT Glut; AUD-TEa-PERI-ECT
0005 IT EP-CLA Glut_3,250,01 IT-ET Glut,002 IT EP-CLA Glut,Glut,CTXsp,CTXsp,CTXsp 89%; OLF 10%; Isocortex-1 0%,CTXsp 89%; OLF 10%; PL-ILA-ORB 0%,01 IT-ET Glut / 002 IT EP-CLA Glut; NT Glut; CTXsp
0004 IT EP-CLA Glut_2,250,01 IT-ET Glut,002 IT EP-CLA Glut,Glut,CTXsp,CTXsp,CTXsp 82%; HPF 14%; OLF 3%,CTXsp 82%; ENT 14%; OLF 3%,01 IT-ET Glut / 002 IT EP-CLA Glut; NT Glut; CTXsp
0333 LSX Sall3 Lmo1 Gaba_3,250,10 LSX GABA,072 LSX Sall3 Lmo1 Gaba,GABA,STR,LSX,STR 96%; PAL 4%; OLF 0%,LSX 96%; PAL 4%; OLF 0%,10 LSX GABA / 072 LSX Sall3 Lmo1 Gaba; NT GABA; LSX
0332 LSX Sall3 Lmo1 Gaba_2,250,10 LSX GABA,072 LSX Sall3 Lmo1 Gaba,GABA,STR,LSX,STR 99%; PAL 1%,LSX 99%; PAL 1%,10 LSX GABA / 072 LSX Sall3 Lmo1 Gaba; NT GABA; LSX
0331 LSX Sall3 Lmo1 Gaba_1,250,10 LSX GABA,072 LSX Sall3 Lmo1 Gaba,GABA,STR,LSX,STR 94%; PAL 6%,LSX 94%; PAL 6%,10 LSX GABA / 072 LSX Sall3 Lmo1 Gaba; NT GABA; LSX
1191 Peri NN_1,250,33 Vascular,331 Peri NN,nan,Isocortex-2,HIP,Isocortex-2 31%; HPF 28%; STR 18%,HIP 14%; OLF 10%; ENT 8%,33 Vascular / 331 Peri NN; NT none; HIP
1188 VLMC NN_2,250,33 Vascular,330 VLMC NN,nan,STR,sAMY,STR 30%; HPF 26%; Isocortex-2 19%,sAMY 15%; HIP 12%; STRd 9%,33 Vascular / 330 VLMC NN; NT none; sAMY
0003 IT EP-CLA Glut_1,250,01 IT-ET Glut,002 IT EP-CLA Glut,Glut,CTXsp,CTXsp,CTXsp 68%; Isocortex-2 16%; Isocortex-1 13%,CTXsp 68%; AI 25%; ENT 2%,01 IT-ET Glut / 002 IT EP-CLA Glut; NT Glut; CTXsp
0014 L6 IT CTX Glut_2,250,01 IT-ET Glut,004 L6 IT CTX Glut,Glut,Isocortex-2,MOp,Isocortex-2 74%; Isocortex-1 26%; HPF 0%,MOp 52%; VIS 9%; PL-ILA-ORB 9%,01 IT-ET Glut / 004 L6 IT CTX Glut; NT Glut; MOp
0048 IT AON-TT-DP Glut_3,250,01 IT-ET Glut,010 IT AON-TT-DP Glut,Glut,OLF,OLF,OLF 100%,OLF 100%,01 IT-ET Glut / 010 IT AON-TT-DP Glut; NT Glut; OLF
0078 CA3 Glut_4,250,01 IT-ET Glut,017 CA3 Glut,Glut,HPF,HIP,HPF 100%,HIP 100%,01 IT-ET Glut / 017 CA3 Glut; NT Glut; HIP
0077 CA3 Glut_3,250,01 IT-ET Glut,017 CA3 Glut,Glut,HPF,HIP,HPF 100%,HIP 99%; RHP 1%,01 IT-ET Glut / 017 CA3 Glut; NT Glut; HIP
0076 CA3 Glut_2,250,01 IT-ET Glut,017 CA3 Glut,Glut,HPF,HIP,HPF 88%; CTXsp 9%; STR 3%,HIP 81%; CTXsp 9%; RHP 6%,01 IT-ET Glut / 017 CA3 Glut; NT Glut; HIP
0046 IT AON-TT-DP Glut_1,250,01 IT-ET Glut,010 IT AON-TT-DP Glut,Glut,OLF,OLF,OLF 61%; STR 30%; Isocortex-1 8%,OLF 61%; LSX 24%; STRv 6%,01 IT-ET Glut / 010 IT AON-TT-DP Glut; NT Glut; OLF
0045 L2/3 IT PIR-ENTl Glut_7,250,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,CTXsp,CTXsp,CTXsp 81%; OLF 16%; STR 2%,CTXsp 81%; OLF 16%; sAMY 2%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; CTXsp
0042 L2/3 IT PIR-ENTl Glut_4,250,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,HPF,ENT,HPF 55%; OLF 44%; Isocortex-1 1%,ENT 55%; OLF 44%; AI 1%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; ENT
0041 L2/3 IT PIR-ENTl Glut_3,250,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,OLF,OLF,OLF 85%; HPF 12%; Isocortex-1 2%,OLF 85%; ENT 12%; AI 1%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; OLF
0040 L2/3 IT PIR-ENTl Glut_2,250,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,OLF,OLF,OLF 98%; HPF 1%; PAL 0%,OLF 98%; ENT 1%; PAL 0%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; OLF
0039 L2/3 IT PIR-ENTl Glut_1,250,01 IT-ET Glut,009 L2/3 IT PIR-ENTl Glut,Glut,OLF,OLF,OLF 75%; HPF 17%; CTXsp 4%,OLF 75%; ENT 17%; CTXsp 4%,01 IT-ET Glut / 009 L2/3 IT PIR-ENTl Glut; NT Glut; OLF
0027 L4/5 IT CTX Glut_5,250,01 IT-ET Glut,006 L4/5 IT CTX Glut,Glut,Isocortex-2,MOp,Isocortex-2 52%; Isocortex-1 48%,MOp 70%; ACA 6%; RSP 6%,01 IT-ET Glut / 006 L4/5 IT CTX Glut; NT Glut; MOp
0037 L2/3 IT ENT Glut_5,250,01 IT-ET Glut,008 L2/3 IT ENT Glut,Glut,HPF,ENT,HPF 100%; Isocortex-1 0%,ENT 100%; AUD-TEa-PERI-ECT 0%,01 IT-ET Glut / 008 L2/3 IT ENT Glut; NT Glut; ENT
0036 L2/3 IT ENT Glut_4,250,01 IT-ET Glut,008 L2/3 IT ENT Glut,Glut,HPF,ENT,HPF 99%; Isocortex-1 1%,ENT 99%; AUD-TEa-PERI-ECT 1%,01 IT-ET Glut / 008 L2/3 IT ENT Glut; NT Glut; ENT
0035 L2/3 IT ENT Glut_3,250,01 IT-ET Glut,008 L2/3 IT ENT Glut,Glut,HPF,ENT,HPF 95%; OLF 4%; Isocortex-1 1%,ENT 95%; OLF 4%; AUD-TEa-PERI-ECT 1%,01 IT-ET Glut / 008 L2/3 IT ENT Glut; NT Glut; ENT
0033 L2/3 IT ENT Glut_1,250,01 IT-ET Glut,008 L2/3 IT ENT Glut,Glut,HPF,ENT,HPF 97%; OLF 2%; CTXsp 1%,ENT 97%; OLF 2%; CTXsp 1%,01 IT-ET Glut / 008 L2/3 IT ENT Glut; NT Glut; ENT
0032 L2/3 IT CTX Glut_4,250,01 IT-ET Glut,007 L2/3 IT CTX Glut,Glut,Isocortex-1,AI,Isocortex-1 83%; Isocortex-2 11%; HPF 3%,AI 61%; AUD-TEa-PERI-ECT 13%; MO-FRP 4%,01 IT-ET Glut / 007 L2/3 IT CTX Glut; NT Glut; AI
0063 LA-BLA-BMA-PA Glut_4,250,01 IT-ET Glut,014 LA-BLA-BMA-PA Glut,Glut,CTXsp,CTXsp,CTXsp 96%; OLF 4%,CTXsp 96%; OLF 4%,01 IT-ET Glut / 014 LA-BLA-BMA-PA Glut; NT Glut; CTXsp
0062 LA-BLA-BMA-PA Glut_3,250,01 IT-ET Glut,014 LA-BLA-BMA-PA Glut,Glut,CTXsp,CTXsp,CTXsp 96%; STR 4%; OLF 0%,CTXsp 96%; STRd 4%; sAMY 0%,01 IT-ET Glut / 014 LA-BLA-BMA-PA Glut; NT Glut; CTXsp
0031 L2/3 IT CTX Glut_3,250,01 IT-ET Glut,007 L2/3 IT CTX Glut,Glut,Isocortex-1,AUD-TEa-PERI-ECT,Isocortex-1 88%; Isocortex-2 9%; OLF 2%,AUD-TEa-PERI-ECT 58%; AI 31%; SS-GU-VISC 4%,01 IT-ET Glut / 007 L2/3 IT CTX Glut; NT Glut; AUD-TEa-PERI-ECT
0030 L2/3 IT CTX Glut_2,250,01 IT-ET Glut,007 L2/3 IT CTX Glut,Glut,Isocortex-1,MOp,Isocortex-1 86%; Isocortex-2 14%; HPF 0%,MOp 48%; VIS 9%; VIS-PTLp 9%,01 IT-ET Glut / 007 L2/3 IT CTX Glut; NT Glut; MOp
0029 L2/3 IT CTX Glut_1,250,01 IT-ET Glut,007 L2/3 IT CTX Glut,Glut,Isocortex-1,ACA,Isocortex-1 94%; Isocortex-2 5%; HPF 1%,ACA 46%; PL-ILA-ORB 37%; RSP 9%,01 IT-ET Glut / 007 L2/3 IT CTX Glut; NT Glut; ACA
0028 L4/5 IT CTX Glut_6,250,01 IT-ET Glut,006 L4/5 IT CTX Glut,Glut,Isocortex-2,VIS,Isocortex-2 74%; Isocortex-1 26%; HPF 1%,VIS 54%; VIS-PTLp 33%; RSP 8%,01 IT-ET Glut / 006 L4/5 IT CTX Glut; NT Glut; VIS
0038 L2/3 IT ENT Glut_6,250,01 IT-ET Glut,008 L2/3 IT ENT Glut,Glut,HPF,ENT,HPF 86%; OLF 14%,ENT 86%; OLF 14%,01 IT-ET Glut / 008 L2/3 IT ENT Glut; NT Glut; ENT
0177 Vip Gaba_5,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,Isocortex-2,MOp,Isocortex-2 41%; Isocortex-1 29%; HPF 23%,MOp 24%; HIP 12%; ACA 8%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; MOp
0176 Vip Gaba_4,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,Isocortex-1,MOp,Isocortex-1 39%; Isocortex-2 26%; CTXsp 13%,MOp 22%; CTXsp 13%; AI 9%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; MOp
0175 Vip Gaba_3,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,Isocortex-1,CTXsp,Isocortex-1 35%; HPF 16%; CTXsp 14%,CTXsp 14%; OLF 12%; MOp 11%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; CTXsp
0174 Vip Gaba_2,250,06 CTX-CGE GABA,046 Vip Gaba,GABA,HPF,HIP,Isocortex-1 39%; HPF 39%; CTXsp 12%,HIP 24%; MOp 14%; CTXsp 12%,06 CTX-CGE GABA / 046 Vip Gaba; NT GABA; HIP
0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3,250,11 CNU-HYa GABA,078 SI-MA-ACB Ebf1 Bnc2 Gaba,GABA,PAL,PAL,PAL 59%; STR 41%,PAL 59%; sAMY 38%; LSX 2%,11 CNU-HYa GABA / 078 SI-MA-ACB Ebf1 Bnc2 Gaba; NT GABA; PAL
0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2,250,11 CNU-HYa GABA,078 SI-MA-ACB Ebf1 Bnc2 Gaba,GABA,PAL,PAL,PAL 83%; STR 17%,PAL 83%; sAMY 10%; STRv 7%,11 CNU-HYa GABA / 078 SI-MA-ACB Ebf1 Bnc2 Gaba; NT GABA; PAL
0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1,250,11 CNU-HYa GABA,078 SI-MA-ACB Ebf1 Bnc2 Gaba,GABA,PAL,PAL,PAL 78%; STR 22%,PAL 78%; sAMY 17%; STRv 2%,11 CNU-HYa GABA / 078 SI-MA-ACB Ebf1 Bnc2 Gaba; NT GABA; PAL
0363 CEA-BST Gal Avp Gaba_1,250,11 CNU-HYa GABA,077 CEA-BST Gal Avp Gaba,GABA,STR,sAMY,STR 53%; PAL 47%,sAMY 53%; PAL 47%,11 CNU-HYa GABA / 077 CEA-BST Gal Avp Gaba; NT GABA; sAMY
0362 MEA-BST Lhx6 Nfib Gaba_6,250,11 CNU-HYa GABA,076 MEA-BST Lhx6 Nfib Gaba,GABA,STR,sAMY,STR 76%; PAL 19%; CTXsp 4%,sAMY 76%; PAL 19%; CTXsp 4%,11 CNU-HYa GABA / 076 MEA-BST Lhx6 Nfib Gaba; NT GABA; sAMY
0359 MEA-BST Lhx6 Nfib Gaba_3,250,11 CNU-HYa GABA,076 MEA-BST Lhx6 Nfib Gaba,GABA,STR,sAMY,STR 96%; PAL 4%,sAMY 96%; PAL 4%,11 CNU-HYa GABA / 076 MEA-BST Lhx6 Nfib Gaba; NT GABA; sAMY
0096 SUB-ProS Glut_1,250,01 IT-ET Glut,023 SUB-ProS Glut,Glut,HPF,RHP,HPF 100%,RHP 93%; HIP 7%,01 IT-ET Glut / 023 SUB-ProS Glut; NT Glut; RHP
