"","Glut-DACH2-LMANsh","Glut-DACH2-6","Glut-DACH2-LMANco","Glut-Im","Oligo-2","Glut-DACH2-HVCra-Pre","Glut-SATB2-1","Glut-DACH2-1","Glut-DACH2-8","Glut-DACH2-HVCra","Glut-DACH2-5","Glut-DACH2-2","Glut-CACNA1H-2","GABA-8","Glut-CACNA1H-1","Glut-NB","Glut-CACNA1H-3","Glut-CACNA1H-4","OPC","Glut-CACNA1H-RA","GABA-7","Glut-DACH2-3","Glut-DACH2-7","Glut-DACH2-4","Glut-DACH2-HVCx","GABA-2-1","Astro-3","Astro-1","GABA-4-1","Glut-GABA","GABA-Im","GABA-1-1","GABA-2-2","GABA-6","Glut-NSC","GABA-5-2","GABA-5-1","Oligo-1","GABA-3","GABA-4-2","Epen","GABA-1-2","GABA-2-3","Astro-2","Endo","Oligo-3","Micro"
"0001 CLA-EPd-CTX Car3 Glut_1",0.141227549810321,0.000932585194948872,0.00135880699517038,0.0128685522603161,0.000675473246124706,0.00716551847424585,0.00361185779483051,0.00089135134427839,0.0674448187447881,0.0569796764882946,0.018610923035779,0.00665603987009899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0002 CLA-EPd-CTX Car3 Glut_2",0,0,0,0.13401915395974,0,0.0157054237814151,0,0.0584321115953707,0,0.00431945938121738,0.0219380460331286,0.00423252186672167,0.0111972151088688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0003 IT EP-CLA Glut_1",0,0,0.0110150371953729,0.000617025857929149,0,0,0.253055533333625,0.00672035986967174,0,0.0058004187111861,0.00140304094425714,0.00478302945324328,0.0396503938633457,0.00422047731345485,0.0156823617703941,0.00320164237754152,0.0112510656730935,0.00677272462574695,0.00206497155580471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0004 IT EP-CLA Glut_2",0,0.00129149873309736,0,0,0,0,0.0251111800194215,0.00164763334782193,0,0.0047905340859119,0,0.00175254394382169,0.132873530919588,0,0.120952230114091,0,0.00507935322661196,0.0809118833534454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0005 IT EP-CLA Glut_3",0,0.207504748824228,0,0,0,0.000712465583091879,0.0022190998024829,0.00219330712452811,0,0,0,0.000918419382293446,0.0539060769405667,0,0.021151275707727,0,0,0.00909775570409319,0,0.00159341822252627,0.00070862683194074,0.07767288605856,0.00674314125892774,0.00116569834542554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0006 IT EP-CLA Glut_4",0.00150432473826726,0.00673021906133185,0.13941733462779,0,0,0.0208744611925646,0.0158755101376194,0.00163001403418687,0,0.0993756963181731,0,0.00148680077976312,0.0105284606717576,0,0.00630867437944464,0,0.00885566538395551,0.00701603148320684,0,0,0,0,0,0.0159968126360488,0.0404341024732729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0007 L5/6 IT TPE-ENT Glut_1",0,0.0768179575336109,0,0,0.000840541177894333,0,0,0,0.0316143860553119,0,0,0,0.00405016961941408,0,0,0,0.0152220474212687,0.0126355548470043,0,0,0,0,0,0.333995585607041,0.0020591856285734,0.00131897174665652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0008 L5/6 IT TPE-ENT Glut_2",0,0.00546613634556703,0,0,0,0.000943919871877559,0.0124514584449068,0.00451863056101152,0,0,0,0,0.0179853838786125,0,0.0240499976142244,0,0.0699817260329969,0.0526763384706652,0,0.00313223156895222,0,0.0011080311657028,0,0.211128471973904,0.00218183180754455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0009 L5/6 IT TPE-ENT Glut_3",0,0,0,0,0,0,0.245313924011215,0.0010735063337116,0,0.00161630504407828,0,0.00103253887240715,0.0369856012051307,0,0.0151417231207256,0,0.0070873305888081,0.0479511373731476,0,0,0,0,0,0.0163643666413692,0,0,0.0011447269208469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0010 L5/6 IT TPE-ENT Glut_4",0,0.0015357058863206,0,0,0,0,0.000879397170088174,0,0,0,0,0,0.0267029007716677,0,0,0,0.0162151038730326,0.387906733091999,0,0,0,0,0,0.0429633808008616,0.0119330024311776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0011 L5/6 IT TPE-ENT Glut_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177671220012675,0.015975851405417,0,0.00562978119360044,0,0,0,0.340028761414677,0.0145354009129749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0012 L5/6 IT TPE-ENT Glut_6",0.0124778130800363,0,0,0,0,0,0.157816561955587,0,0,0,0,0,0,0,0,0,0.018391462601992,0.176707205863799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0013 L6 IT CTX Glut_1",0,0.00144500100116801,0.00184157714638035,0,0,0,0.46506301863477,0.00798934607543454,0,0.00167591952245234,0.000991466287080089,0.00479298986857357,0.0034388020769784,0,0.00148876948458698,0,0.00215724256208972,0.0156961021530968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0014 L6 IT CTX Glut_2",0.00853247689879839,0.00431842569121632,0.00502542408463286,0,0,0.00724791189899849,0.347360192401982,0.0107973560693935,0,0.0101307222347197,0.00237884853897098,0.0300898666642224,0,0,0,0,0.00331326036739748,0,0,0.00196990925680721,0,0,0.00910297916263595,0.000997863846114524,0,0,0,0.00143765348801172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0015 L6 IT CTX Glut_3",0.00971956340056627,0.0935676722644475,0,0,0,0.00367388789260004,0.088010118997869,0.00501658723896955,0.0631158113542482,0,0.00075085324751783,0.0121985352950693,0.00554568458824569,0,0.00933648166286826,0,0.00634267726067346,0,0,0.029200730487398,0,0.000953959829930649,0.00189012729376586,0.0284801787402106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0016 L6 IT CTX Glut_4",0,0.0114121369428594,0,0.00311236273108199,0,0.00429460854181121,0.144424385417998,0.155941929551372,0.000839384564828384,0.000997876840470103,0.000898424753958031,0.0154205644425357,0.0240866393852323,0,0.00419316522250966,0,0.00294991636064013,0.000913368206136504,0,0,0,0,0.00125741624195301,0.00447495059895286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0017 L6 IT CTX Glut_5",0.0115047793281326,0.0118345456068806,0.00844149231807392,0.000959060406728407,0.00104947947163116,0.0134537317113929,0.093974284905485,0,0.00128835005744372,0.00348656505894993,0,0.0570979652720413,0,0,0.00116663691634457,0,0.00377701525111203,0,0,0.00139730512463952,0,0,0,0.198552238939283,0.00474452083075722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0018 L5 IT CTX Glut_1",0.00735398536505194,0.116012667955811,0.00124853773754618,0,0,0.013512817031066,0.00432887814198816,0.0034429691381238,0.106151485659868,0.0405334748145487,0.000887882811991619,0.00227671097159124,0,0,0,0,0,0,0,0,0,0.00464792248045501,0.0018984089980925,0.0401968391518629,0.0237486164597774,0,0,0,0.000467364070147332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0019 L5 IT CTX Glut_2",0,0.222236412542558,0,0,0,0,0.0014720396461423,0,0.177564970465064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125823796557589,0.0337637577582452,0,0,0.0013465094492355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0020 L5 IT CTX Glut_3",0.00337512180843622,0.0552988161906206,0,0,0.0011012687225211,0.0113692738995292,0,0,0.0254749895516879,0.000883410570892126,0,0,0,0,0,0,0,0,0,0.0157437647716847,0,0,0.00605381550970389,0.203762754767127,0.0870181930315903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0021 L5 IT CTX Glut_4",0,0.0559632447062387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301955420401193,0.143339254162153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0022 L5 IT CTX Glut_5",0,0.0720954689604185,0,0,0,0,0.0909948931246855,0,0.0377041173083794,0,0,0,0.0271446984493081,0,0.0634299726856738,0,0.00394740117123841,0.0360306932221141,0,0,0,0,0.00146665033720969,0.0364840268419908,0.00171020207370123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0023 L4/5 IT CTX Glut_1",0.0012300791003258,0.142791846533939,0,0,0,0.000874823650374567,0,0,0.343695412093754,0,0,0,0,0,0,0,0,0,0,0.00352717734439019,0,0.0181903814301198,0.000843137772155071,0.0176714578858346,0.00131341454034007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0024 L4/5 IT CTX Glut_2",0.0306170692032725,0.0712379062596956,0,0,0.00146931303996361,0.000774384650437396,0,0,0.338185852867361,0,0.00170379068228129,0,0,0,0,0,0,0,0,0.0019989723149273,0,0.00918749932204127,0.00360061385758008,0,0.00728776051760989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0025 L4/5 IT CTX Glut_3",0.00211789740064186,0.0631850970543256,0,0,0,0,0.00137342768145742,0,0.110922213241943,0,0,0,0,0,0,0,0.00138898143783997,0.0028467208971338,0,0.000713574351831824,0.000806210454015617,0,0,0.294476440173322,0.042309042301022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0026 L4/5 IT CTX Glut_4",0,0.051953958806632,0,0.00822266862170255,0,0,0.00135467994582627,0.00758011331736115,0.391489327675967,0,0.00875162913087031,0,0,0,0,0,0,0.00183352841934415,0,0,0,0.0296051180997997,0.0118283691811154,0.0173610694283559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0027 L4/5 IT CTX Glut_5",0.0198464314539786,0.11952039528002,0,0,0,0.030293715676088,0,0.00260583112485234,0.239559869938768,0,0.00970952000844957,0,0,0,0,0,0,0,0,0.000716732986451558,0,0.00253911634629935,0.0168679531632264,0.0138380596837793,0.00286114976002234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0028 L4/5 IT CTX Glut_6",0.0455119304723223,0.0518856982636868,0,0,0,0.00474668225323392,0,0.00239608603827281,0.180552493749777,0,0.00216012459549793,0.00102858636526049,0,0,0,0,0,0,0,0,0,0.0337406154007817,0.0632386172559485,0.000962227882108726,0.0060873725686715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0029 L2/3 IT CTX Glut_1",0.049588028449604,0,0,0.194808402510352,0,0.000908411945684286,0.0343256863919165,0.0206584765548447,0,0.00169618336468545,0.0382622243591562,0.00965103480858697,0.00126663975721156,0,0,0,0,0,0,0,0,0,0.0468993981184413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0030 L2/3 IT CTX Glut_2",0.00888782334328842,0,0,0.0852476221473597,0,0.00219787053987069,0,0.132841490530663,0.0119483122676832,0,0.12398374466034,0.0398494830492334,0,0,0,0,0,0,0,0.00391266939500875,0,0,0.0158274943135768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0031 L2/3 IT CTX Glut_3",0.00162271266014106,0,0,0.307371552095818,0,0.00128650980730575,0.00591212166907275,0.0985974474241135,0.00431547494215995,0,0.0180624216271385,0.0107467947859534,0,0,0,0,0,0,0,0,0,0.00349374315782757,0.0128571128819672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0032 L2/3 IT CTX Glut_4",0.00299794497560452,0,0,0.107345213269894,0,0,0,0.258940985488924,0,0,0.0396865452863347,0.0537181117753686,0,0,0,0,0.00103071350898591,0,0,0,0,0,0.00597241439312818,0.00261244981387131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0033 L2/3 IT ENT Glut_1",0.162799848747575,0.0123210841060907,0,0.00159331727645326,0,0,0,0,0.357737139855144,0,0,0.00361470209455077,0,0,0,0,0,0,0,0,0,0.00721622676530997,0,0,0,0,0,0,0,0.00103064163206021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0034 L2/3 IT ENT Glut_2",0.0646078817564129,0.04918964497812,0,0,0,0,0,0.0018317730423746,0.0387475496920405,0,0,0,0.00325523127925395,0,0,0,0,0,0,0,0,0.11675782865278,0.00395416718832693,0.0033353858315171,0,0.00290587319484676,0,0,0,0,0.0470127896958707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0035 L2/3 IT ENT Glut_3",0.0995225070716232,0.0150207876893975,0,0.0459393733827622,0,0,0.00401321126971997,0.0899472265274357,0.00196255472099551,0,0.0170293863334786,0.0164433944373809,0.00343459878089195,0,0,0,0,0.000949993202537329,0,0,0,0.0490606889131949,0.0151550483810927,0,0,0,0,0,0,0.00204134273284395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0036 L2/3 IT ENT Glut_4",0.0536656680534963,0.120855927707654,0,0,0,0,0,0,0.405405153840171,0,0,0,0,0,0,0,0.00202313338694418,0,0,0,0,0,0,0,0,0.00207328229514709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0037 L2/3 IT ENT Glut_5",0.250633114615876,0.0221434291825738,0,0,0,0,0,0,0.344153451278616,0,0,0,0.00306943239101797,0,0,0,0,0,0,0,0,0.00611044777157483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0038 L2/3 IT ENT Glut_6",0.0577784372856178,0.0341011318292051,0,0.00446105432715945,0,0,0,0.0184067771990455,0.0365400605707823,0.00129023029108315,0.0094008951570424,0.00949691883194114,0,0,0,0,0,0,0,0,0,0.120068732692183,0.129670794651696,0.00100607347685348,0,0,0,0,0,0,0,0.000986950955611001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0039 L2/3 IT PIR-ENTl Glut_1",0,0,0,0.11329113256122,0,0,0,0.214400553494213,0,0,0.0152507367275982,0.0327731078748986,0,0,0,0.00609520654503829,0,0,0,0,0,0,0.0718230675489375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0040 L2/3 IT PIR-ENTl Glut_2",0.00498476464303022,0.00263980451353721,0,0.00258811768431732,0.00234723550496295,0.0018491341748406,0,0.0479340286358958,0.00128976672276479,0,0,0.00824391677945712,0,0,0,0.00383504601832978,0,0,0,0,0,0.0283195635645402,0.470998319509138,0,0,0.00094305702881841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0041 L2/3 IT PIR-ENTl Glut_3",0,0.0039635581370821,0,0.00243552435745909,0.00598077795457014,0.0217323482713151,0,0.183631222487685,0,0.0225427366065331,0.00864924914102554,0.0481104168586016,0.00103141324747997,0,0,0.00184672249592308,0,0,0,0.00647132573240253,0,0.0395773090425967,0.0813235589921039,0.00483292552080055,0.00107368337005245,0,0,0,0.00100703808211586,0.000863563250161472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0042 L2/3 IT PIR-ENTl Glut_4",0,0.0836519709048309,0,0,0,0,0,0.00576363314864899,0,0,0,0.00330030424332856,0,0,0,0,0.00061815633798532,0,0,0,0.00226053428353293,0.284437231597405,0.0244178235075292,0.00898546609236581,0,0.0119875433198241,0,0,0,0.00128217389065306,0.00717205471720619,0,0.000811685225367872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0043 L2/3 IT PIR-ENTl Glut_5",0,0,0,0,0,0.0348340665901074,0,0,0,0,0,0,0.0190269849430884,0,0.00450890804176781,0,0.0198228164523454,0.0541156182220232,0,0,0,0,0,0.278653649337122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0044 L2/3 IT PIR-ENTl Glut_6",0,0.00135765914401634,0,0.0803284848006545,0,0,0,0.253373887021198,0,0,0.0368019729049568,0.029613357637934,0.0033832809570356,0,0,0.00130555531839803,0,0.0018460573184334,0,0,0,0.00380957812383235,0.00340573297239964,0.00284026005452887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0045 L2/3 IT PIR-ENTl Glut_7",0.00134024411349983,0,0,0.00761117352070876,0,0,0,0.00538920951237863,0.150741259345589,0,0.00143982000280904,0,0,0,0,0.0347299707544955,0,0,0,0,0,0.00477431551477989,0.206753841532071,0.00188407255701524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0046 IT AON-TT-DP Glut_1",0,0,0,0.0188706807408743,0.00265742633904172,0.0575660245205655,0.00081008077614309,0.0897161722139723,0,0.0471007044553535,0.00318833019276159,0.0409072675840315,0.0270377260893424,0,0.0196981707309027,0.00287044406435716,0.00093259961161264,0.0448032611291809,0,0,0,0.00147260385270228,0.024804057273026,0,0.000965852362239095,0,0,0,0,0.00105908388140018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0047 IT AON-TT-DP Glut_2",0,0.00170185840685002,0,0.0402342749605115,0,0.0305689945396584,0,0.024469041629761,0.000845787058167778,0.0243103235248856,0,0.00545147173543236,0.0697135185315289,0,0.00317711044022951,0.104331041336208,0.00206246854607548,0.0341527617908694,0,0,0,0.00296113483307236,0,0.00519891963750351,0.00144468556687616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0048 IT AON-TT-DP Glut_3",0,0.00809299976066824,0.000883839753130467,0.0163915235751086,0.00258063689612846,0.00117401453999302,0,0.00469796028317443,0.000800767546488265,0,0,0,0,0,0,0.263433068416108,0,0,0,0.227083765936119,0,0.00210225843244103,0,0,0,0,0,0,0.0268192784267704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0049 IT AON-TT-DP Glut_4",0,0,0,0.00182673741027193,0.00153922195739467,0.00292464422447136,0,0.0216422954223505,0,0.381831953749085,0,0,0.0246611707692472,0,0.00115953755451407,0.00133706938748708,0.00158222879894282,0,0,0.011956000083901,0,0.00300286655399179,0,0.00804939665225406,0.0534650567980707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0050 IT AON-TT-DP Glut_5",0,0,0,0.0222330065307971,0.00145661674526255,0.0281730734883068,0,0.129827105021117,0,0,0,0,0.00138368088332299,0,0.00219963349306321,0.23422786482233,0,0.000906641545211195,0,0.0116881652478233,0,0.0112518026751323,0.00133976462545029,0.00397529131178757,0,0.000743441598673297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0051 L2 IT ENT-po Glut_1",0.0605005518026269,0,0,0,0,0,0,0,0.00501827831853023,0,0.0011356653309503,0.00471712511663722,0.0011898017456833,0,0.0506699007362684,0,0.0185943184565158,0,0,0,0,0,0,0,0,0.0703287522029754,0,0,0.0720181257230731,0.00074982456771778,0.000863120267118671,0,0,0.0186567773306449,0,0,0,0,0,0,0,0,0,0,0,0,0
"0052 L2 IT ENT-po Glut_2",0.410651315897938,0,0,0,0,0,0.00209275494166676,0.00168084706937136,0,0,0.00881567823526089,0.00144659402594772,0.0111013490703885,0,0.0115842693975425,0,0.00349523665360564,0.00185152840725065,0,0,0,0.00343175452586805,0.00560552228068571,0,0,0.00640435950342326,0,0,0.00178225118923687,0,0,0,0,0.00899874484456502,0,0,0,0,0,0,0,0,0,0,0,0,0
"0053 L2 IT ENT-po Glut_3",0.0114516490593191,0.0155014266348343,0,0,0,0,0.0281784749519789,0.0249396593710868,0,0,0.0193034181687179,0.0117833515789966,0,0,0,0,0,0,0,0,0,0.0792885877590011,0.066656417256018,0,0,0,0,0,0,0.0340417259884009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0054 L2 IT ENT-po Glut_4",0.187260504980503,0,0,0,0,0,0,0,0,0,0.0602335726789117,0,0.00310389712645172,0,0.0164654607573297,0,0,0,0,0,0,0,0.00112084512228708,0,0,0,0,0.00224406083122325,0.0488905335720494,0,0,0,0,0.0408479023510343,0,0,0,0,0,0,0,0,0,0,0,0,0
"0055 MEA Slc17a7 Glut_1",0.0343675168435378,0.00510957717954629,0,0,0,0,0,0.00679606868403888,0,0,0.0489162371004291,0.00366799564581852,0.118405470707827,0,0,0,0,0.0394459820558141,0,0,0,0.128638068285178,0,0,0,0,0,0,0,0,0,0,0,0.0011176175567831,0,0,0,0,0,0,0,0,0,0,0,0,0
"0056 MEA Slc17a7 Glut_2",0,0.0181028681223141,0,0.0196641261287125,0.00106835387530483,0,0.000672634071718319,0.0310244539154552,0,0,0.00799827061089556,0.00499424942140208,0.00305445201232032,0,0.00213039017740686,0.0928427224629767,0,0,0,0.0041832578844184,0.00256244681358639,0.253875927141074,0.0327289544887278,0,0,0.00106672594317003,0,0,0,0,0,0,0,0,0.000863143545602478,0.00339016139178661,0,0,0,0,0,0,0,0,0,0,0
"0057 MEA Slc17a7 Glut_3",0,0,0,0,0,0,0,0.0477020616741635,0,0,0.0123417426157405,0,0,0,0,0,0,0.00263302689854443,0,0,0,0.3481230887742,0.0124481164647511,0,0,0,0,0,0,0,0,0,0,0.055769586702169,0,0,0,0,0,0,0,0,0,0,0,0,0
"0058 COAp Grxcr2 Glut_1",0,0,0,0.0191165104926517,0,0,0,0.573527413943907,0,0,0.00639115952908038,0.00992115144678566,0,0,0,0,0,0,0,0,0,0,0.00285294281206419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148863817972264,0,0,0,0,0,0,0,0,0,0
"0059 COAp Grxcr2 Glut_2",0,0.000784749431238946,0,0.00309050364455574,0,0,0,0.203107129447473,0,0,0.056550813489439,0.0157691116116417,0.00347508323380127,0,0,0,0,0.00143206515976542,0,0,0,0.0572940943544156,0.0766465676037741,0,0,0,0,0,0,0,0,0.00205570276182192,0,0.00237480780380398,0,0,0,0,0,0,0,0,0,0,0,0,0
"0060 LA-BLA-BMA-PA Glut_1",0,0,0,0.0118908087358656,0,0,0,0.0494850686166171,0,0,0,0.00130245737405172,0.274591845626689,0,0.0239518314441684,0,0,0.0799433567548939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0061 LA-BLA-BMA-PA Glut_2",0,0,0,0.0770837241917896,0,0.0384741028932204,0,0.0643290839773519,0,0,0,0.122983705715885,0.098830435181185,0,0.0141181713615913,0.00980706282185825,0,0.0177553099432822,0,0,0,0.00122811318005247,0.00152817604332495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0062 LA-BLA-BMA-PA Glut_3",0.00199994659115166,0.0114210075904746,0,0.0063230157263207,0,0,0,0.0500171294152162,0.20712680429947,0,0.0701961084213394,0.00373814911283544,0.0108936650193871,0,0.00568049088081171,0.00303606208833853,0.00220608235305529,0,0,0,0,0.0287632913423902,0.0227353901315935,0.00167104373365533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0063 LA-BLA-BMA-PA Glut_4",0,0,0.00116979221522659,0.00624525967205722,0.000709436679042597,0.00139612023642287,0,0.0304748830500575,0,0,0,0.00945865763447408,0.259944585939122,0,0.0168269346514804,0,0.0174339764901966,0.0197309236515439,0,0,0,0.00501977849550592,0.00125423037981664,0.00114400068797774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0064 LA-BLA-BMA-PA Glut_5",0,0.00171480938423434,0,0,0,0.00134583554491698,0,0.00204146032547114,0,0,0,0.0449576485490431,0.0346325064551075,0,0.240979235947173,0,0.100906364793279,0,0,0.000972019940481845,0,0.0025793605915086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0065 LA-BLA-BMA-PA Glut_6",0,0,0,0.180499611693259,0,0,0,0.01768585936165,0,0,0.0366796631345639,0.255691254538174,0.00425241228000688,0,0.00319921714894022,0,0.0010914154135646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0066 ENTmv-PA-COAp Glut_1",0,0,0,0,0,0,0,0,0,0,0,0,0.0504871393549257,0,0.0516898367710628,0,0.0012013171886562,0.475186359950663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0067 ENTmv-PA-COAp Glut_2",0,0,0,0,0,0,0,0,0,0,0,0,0.00640923695324432,0,0,0,0,0.650497873120132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0068 ENTmv-PA-COAp Glut_3",0.00144825758583636,0,0,0,0,0,0.00154655340658866,0.30509840057252,0,0,0,0,0.0168815584711788,0,0,0,0,0.114862111580413,0,0,0,0.0107049873079131,0.00141981659325627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0069 CA1-ProS Glut_1",0.00245096477402406,0,0.0135994370754439,0,0,0,0,0,0,0,0,0.216933831295218,0.0315528947610236,0,0.0267330251598507,0,0.00396341257393464,0.0636968579793824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0070 CA1-ProS Glut_2",0,0,0,0,0,0,0,0.00115837226297192,0,0,0,0.00879879945549045,0.0397371274907862,0,0.270467858920249,0,0,0.14144780567245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0071 CA1-ProS Glut_3",0,0,0,0,0,0,0,0,0,0,0,0,0.0611448322357247,0,0.281337966681113,0,0,0.158086750267071,0,0,0,0,0,0,0.00213764296628349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0072 CA1-ProS Glut_4",0,0,0,0,0,0,0,0,0,0,0,0.00112067634456243,0.0763690690916842,0,0.0127140410928222,0,0,0.404966247500568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0073 CA1-ProS Glut_5",0,0,0,0,0,0,0,0,0,0,0,0,0.0574141199403014,0,0.0735242787786063,0,0,0.357282098035568,0,0,0,0,0,0,0.00759365330378305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0074 CA1-ProS Glut_6",0.0260355459190899,0,0,0,0,0.0229222641213989,0.00715405377256728,0.00621259728104439,0,0,0.0575316540355715,0.00216630765907748,0.0298733419896886,0,0.0117328487579557,0,0,0.207561525537378,0,0.00160181468262427,0,0,0.00387029173875564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
